,id,n_victimas,año,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad
11954,LC-2020-0127069,1,2020,February,27,2020-02-27,08:00:00 p.m.,20,3,CALLE,si,Point (106309.566230496 100965.79310003),-58.394498857934,-34.620544921846,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11955,LC-2020-0127087,1,2020,February,27,2020-02-27,06:40:00 p.m.,18,5,CALLE,si,Point (104609.122896515 99548.143457091),-58.413033252937,-34.633333121485,CICLISTA,CICLISTA,leve,CICLISTA,mujer,31-40
11956,LC-2020-0127099,1,2020,February,27,2020-02-27,06:00:00 p.m.,18,13,AVENIDA,si,Point (99768.0438795891 107743.873144557),-58.465826800683,-34.559463317179,CICLISTA,CAMIONETA,leve,CICLISTA,varon,11-20
11957,LC-2020-0127880,1,2020,February,28,2020-02-28,01:40:00 p.m.,13,10,AVENIDA,no,Point (95629.5372770405 100521.397796575),-58.510958623245,-34.624560396245,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11958,LC-2020-0128795,1,2020,February,28,2020-02-28,12:00:00 p.m.,12,2,CALLE,no,Point (105241.015746152 104033.362276057),-58.406169311149,-34.592898535420,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11959,LC-2020-0129305,1,2020,February,28,2020-02-28,10:00:00 p.m.,22,1,AVENIDA,si,Point (107324.570666571 102224.590733928),-58.383441816107,-34.609190927189,CICLISTA,SD,leve,CICLISTA,varon,21-30
11962,LC-2020-0132443,1,2020,March,1,2020-03-01,01:20:00 p.m.,13,15,CALLE,si,Point (102564.930283538 103080.730379267),-58.435337459452,-34.601495998717,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,mujer,61-70
11963,LC-2020-0132882,1,2020,March,1,2020-03-01,05:40:00 p.m.,17,14,AVENIDA,si,Point (103662.913639291 103496.492060194),-58.423369304250,-34.597744873389,CICLISTA,TAXI,leve,CICLISTA,varon,31-40
11964,LC-2020-0133793,1,2020,March,2,2020-03-02,10:00:00 a.m.,10,8,AVENIDA,si,Point (99574.7007183389 95883.5956089232),-58.467940229768,-34.666376661677,CICLISTA,SD,leve,CICLISTA,varon,21-30
11965,LC-2020-0133911,1,2020,March,2,2020-03-02,10:50:00 a.m.,10,6,CALLE,si,Point (100839.9088848 101826.006542239),-58.454142025615,-34.612809373699,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40
11966,LC-2020-0134749,1,2020,March,2,2020-03-02,09:00:00 p.m.,21,7,AVENIDA,si,Point (102384.967723386 99370.8295728942),-58.437289173172,-34.634938961446,CICLISTA,AUTO,leve,CICLISTA,varon,11-20
11967,LC-2020-0134997,1,2020,March,2,2020-03-02,04:55:00 p.m.,16,8,GRAL PAZ,no,Point (98545.3417042588 93059.2107890521),-58.479175812045,-34.691835549834,CICLISTA,SD,leve,CICLISTA,mujer,21-30
11968,LC-2020-0135603,1,2020,March,2,2020-03-02,09:30:00 p.m.,21,15,AVENIDA,si,Point (102168.721673862 104185.148158328),-58.439659569675,-34.591541189028,CICLISTA,MOTO,leve,CICLISTA,mujer,21-30
11969,LC-2020-0136526,1,2020,March,3,2020-03-03,09:40:00 a.m.,9,1,AVENIDA,si,Point (108204.560908589 102884.901223398),-58.373853861070,-34.603232007757,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11970,LC-2020-0137396,1,2020,March,3,2020-03-03,01:10:00 p.m.,13,11,CALLE,no,Point (98438.6714341838 101863.190694024),-58.480323161100,-34.612473207780,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11971,LC-2020-0138351,1,2020,March,3,2020-03-03,06:00:00 p.m.,18,3,AVENIDA,si,Point (106566.405396026 101230.397966054),-58.391700259041,-34.618158071252,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11972,LC-2020-0138568,1,2020,March,3,2020-03-03,08:45:00 p.m.,20,7,CALLE,si,Point (100440.2324573 101483.207295739),-58.458499627703,-34.615899734142,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11973,LC-2020-0140067,1,2020,March,4,2020-03-04,11:48:00 a.m.,11,15,AVENIDA,no,Point (97840.5847560632 104671.447002967),-58.486836877060,-34.587157262588,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,mujer,21-30
11975,LC-2020-0140751,1,2020,March,4,2020-03-04,02:30:00 p.m.,14,11,CALLE,si,Point (98172.2466485191 102033.579691025),-58.483227657697,-34.61093679692,CICLISTA,AUTO,leve,CICLISTA,varon,41-50
11977,LC-2020-0142597,1,2020,March,5,2020-03-05,09:15:00 a.m.,9,5,CALLE,si,Point (103392.847362437 100642.814353839),-58.426302137447,-34.623470015266,CICLISTA,TAXI,leve,CICLISTA,mujer,51-60
11978,LC-2020-0143936,1,2020,March,5,2020-03-05,04:20:00 p.m.,16,10,AVENIDA,si,Point (97012.979148214 100059.016272015),-58.495874196148,-34.628733518748,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11980,LC-2020-0144534,1,2020,March,5,2020-03-05,07:30:00 a.m.,7,9,AVENIDA,si,Point (98519.9167678064 97245.1050992624),-58.479445693043,-34.654102513527,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11981,LC-2020-0145084,1,2020,March,6,2020-03-06,08:05:00 a.m.,8,11,CALLE,si,Point (98793.0187717794 101796.463790065),-58.476459751077,-34.613075208427,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11982,LC-2020-0145630,1,2020,March,6,2020-03-06,08:35:00 a.m.,8,9,AVENIDA,no,Point (98049.8414315369 98193.2673405569),-58.484571320499,-34.645554629669,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30
11984,LC-2020-0146625,1,2020,March,6,2020-03-06,04:45:00 p.m.,16,7,CALLE,no,Point (100568.543831078 100398.272160004),-58.457099912534,-34.625679716579,CICLISTA,SD,leve,CICLISTA,varon,31-40
11985,LC-2020-0148537,2,2020,March,7,2020-03-07,05:08:00 p.m.,17,9,AVENIDA,si,Point (97148.0388174746 96734.7910614913),-58.494412737058,-34.658699686935,CICLISTA,CAMIONETA,leve,CICLISTA,mujer,31-40
11986,LC-2020-0148537,2,2020,March,7,2020-03-07,05:08:00 p.m.,17,9,AVENIDA,si,Point (97148.0388174746 96734.7910614913),-58.494412737058,-34.658699686935,CICLISTA,CAMIONETA,leve,CICLISTA,varon,11-20
11988,LC-2020-0149573,1,2020,March,8,2020-03-08,01:00:00 p.m.,13,13,CALLE,si,Point (99480.3253247839 107121.43247962),-58.468962274174,-34.565074179242,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11989,LC-2020-0149915,1,2020,March,8,2020-03-08,08:20:00 p.m.,20,14,AVENIDA,si,Point (103662.913639291 103496.492060194),-58.423369304250,-34.597744873389,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11990,LC-2020-0150268,1,2020,March,9,2020-03-09,10:10:00 p.m.,22,1,CALLE,no,Point (107406.227898442 103451.910996031),-58.382562158056,-34.598126770274,CICLISTA,SD,leve,CICLISTA,varon,41-50
11991,LC-2020-0152130,1,2020,March,9,2020-03-09,02:20:00 p.m.,14,2,AVENIDA,si,Point (106054.021119916 105122.196788204),-58.397314748992,-34.583078872657,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11992,LC-2020-0152581,1,2020,March,9,2020-03-09,03:55:00 p.m.,15,1,CALLE,no,Point (106790.21945343 102967.145346884),-58.389273596479,-34.602500877918,CICLISTA,SD,leve,CICLISTA,varon,41-50
11995,LC-2020-0154677,2,2020,March,10,2020-03-10,11:45:00 a.m.,11,15,CALLE,si,Point (101928.792630373 104463.827880143),-58.442275515223,-34.589029512041,CICLISTA,SD,leve,CICLISTA,mujer,41-50
11996,LC-2020-0154677,2,2020,March,10,2020-03-10,11:45:00 a.m.,11,15,CALLE,si,Point (101928.792630373 104463.827880143),-58.442275515223,-34.589029512041,CICLISTA,SD,leve,CICLISTA,varon,0-10
11997,LC-2020-0158454,1,2020,March,11,2020-03-11,07:40:00 p.m.,19,8,AVENIDA,no,Point (99091.9557018373 94932.4828098598),-58.473208170175,-34.674949961872,CICLISTA,CAMIONETA,leve,CICLISTA,varon,41-50
11998,LC-2020-0156460,1,2020,March,11,2020-03-11,07:30:00,7,SD,SD,no,Point (103874.909210399 103893.719726091),0,0,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11999,LC-2020-0160262,1,2020,March,12,2020-03-12,01:20:00 p.m.,13,10,CALLE,si,Point (96585.2755515813 101851.824399005),-58.500531095742,-34.612571075624,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40
12001,LC-2020-0161786,1,2020,March,13,2020-03-13,01:30:00 a.m.,1,14,CALLE,si,Point (103578.811560786 104037.245854293),-58.424288365316,-34.592870575471,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
12002,LC-2020-0165454,1,2020,March,14,2020-03-14,07:15:00 p.m.,19,9,CALLE,si,Point (95349.4089448299 98699.0452229049),-58.514023468438,-34.640986524586,CICLISTA,SD,leve,CICLISTA,mujer,31-40
12003,LC-2020-0165617,1,2020,March,15,2020-03-15,11:30:00 p.m.,23,14,AVENIDA,si,Point (103813.209708269 106372.037796893),-58.421743609580,-34.571822869962,CICLISTA,TAXI,leve,CICLISTA,varon,21-30
12005,LC-2020-0166750,1,2020,March,15,2020-03-15,09:30:00 p.m.,21,2,CALLE,si,Point (105810.537246005 104132.53820999),-58.399961853587,-34.592001486557,CICLISTA,OBJETO FIJO,leve,CICLISTA,varon,61-70
12006,LC-2020-0167955,1,2020,March,16,2020-03-16,01:41:00 p.m.,13,6,CALLE,no,Point (101909.009700499 101445.290229444),-58.442484558754,-34.616239931391,CICLISTA,SD,leve,CICLISTA,varon,21-30
12007,LC-2020-0168084,1,2020,March,16,2020-03-16,09:20:00 a.m.,9,15,CALLE,si,Point (101103.506071617 103130.696830423),-58.451269580834,-34.601048112329,CICLISTA,SD,leve,CICLISTA,varon,31-40
12008,LC-2020-0168089,1,2020,March,16,2020-03-16,07:30:00 a.m.,7,10,AVENIDA,si,Point (94420.3772972654 100090.664193545),-58.524147067805,-34.628437266016,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
12009,LC-2020-0169692,1,2020,March,17,2020-03-17,03:29:00 p.m.,15,10,AVENIDA,si,Point (97356.3837321517 99220.756193461),-58.492131936371,-34.636290875420,CICLISTA,TAXI,leve,CICLISTA,varon,21-30
12010,LC-2020-0171000,1,2020,March,17,2020-03-17,05:20:00 p.m.,17,12,CALLE,si,Point (97651.4066588523 105088.788214128),-58.488897711463,-34.583394735452,CICLISTA,SD,leve,CICLISTA,varon,41-50
12011,LC-2020-0171654,1,2020,March,18,2020-03-18,10:00:00 a.m.,10,5,AVENIDA,no,Point (104606.730138365 99320.2653764533),-58.413058124334,-34.635387310802,CICLISTA,SD,leve,CICLISTA,varon,51-60
12013,LC-2020-0173791,1,2020,March,19,2020-03-19,12:15:00 p.m.,12,7,CALLE,si,Point (100571.486959754 99796.176256048),-58.457067451228,-34.631107241279,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
12014,LC-2020-0174002,1,2020,March,19,2020-03-19,12:20:00 p.m.,12,1,AVENIDA,si,Point (108779.435478008 101503.022112794),-58.367572401581,-34.615684099544,CICLISTA,CAMIONETA,leve,CICLISTA,varon,31-40
12015,LC-2020-0178177,1,2020,March,24,2020-03-24,11:45:00 p.m.,23,1,CALLE,no,Point (106768.136187976 102441.629341367),-58.389510188850,-34.607238242237,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
12016,LC-2020-0178949,1,2020,March,25,2020-03-25,08:20:00 a.m.,8,2,AVENIDA,no,Point (105942.135488851 103756.71943633),-58.398524763299,-34.595388534127,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30
12017,LC-2020-0179693,1,2020,March,25,2020-03-25,07:50:00 p.m.,19,1,CALLE,si,Point (107539.548644143 103093.650315186),-58.381105632444,-34.601355319893,CICLISTA,AUTO,leve,CICLISTA,varon,11-20
12019,LC-2020-0184129,1,2020,March,30,2020-03-30,07:30:00 p.m.,19,1,AVENIDA,no,Point (108421.029506663 103908.707144929),-58.371504019225,-34.594001249189,CICLISTA,SD,leve,CICLISTA,mujer,31-40
12021,LC-2020-0186043,1,2020,April,1,2020-04-01,05:00:00 p.m.,17,7,AVENIDA,no,Point (99428.2908366719 99822.7216375985),-58.469534680125,-34.630867889571,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30
12022,LC-2020-0191672,1,2020,April,7,2020-04-07,01:40:00 p.m.,13,14,CALLE,si,Point (102174.678955616 106074.558268805),-58.439599345951,-34.574509175183,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
12023,LC-2020-0195226,1,2020,April,11,2020-04-11,02:20:00 p.m.,14,8,AVENIDA,no,Point (98279.6618335055 94087.3436798673),-58.482073167756,-34.682567224399,CICLISTA,SD,leve,CICLISTA,varon,81+
12024,LC-2020-0200331,1,2020,April,16,2020-04-16,04:50:00 p.m.,16,10,CALLE,si,Point (95995.5668260969 100407.955385034),-58.506967706438,-34.625584524223,CICLISTA,AUTO,leve,CICLISTA,varon,71-80
12025,LC-2020-0202646,1,2020,April,18,2020-04-18,07:00:00 p.m.,19,4,AVENIDA,no,Point (107754.851556128 97812.2832550194),-58.378710506295,-34.648961994603,CICLISTA,SD,leve,CICLISTA,varon,21-30
12026,LC-2020-0202779,1,2020,April,18,2020-04-18,09:51:00 p.m.,21,13,CALLE,si,Point (100054.792886531 108507.794961509),-58.462702311961,-34.552576987663,CICLISTA,MOTO,leve,CICLISTA,mujer,41-50
12027,LC-2020-0206125,1,2020,April,21,2020-04-21,06:00:00 p.m.,18,1,CALLE,no,Point (107485.983030872 101126.283182377),-58.381672360946,-34.619090355122,CICLISTA,AUTO,leve,CICLISTA,varon,11-20
12028,LC-2020-0208361,1,2020,April,23,2020-04-23,12:30:00 p.m.,12,3,CALLE,no,Point (105347.068987226 103063.86286695),-58.405007224173,-34.601637478630,CICLISTA,CAMIONETA,leve,CICLISTA,varon,41-50
12029,LC-2020-0208894,1,2020,April,24,2020-04-24,12:30:00 a.m.,0,1,CALLE,si,Point (106703.869651754 101010.872544496),-58.390199641045,-34.620136078468,CICLISTA,SD,leve,CICLISTA,varon,21-30
12030,LC-2020-0209815,1,2020,April,24,2020-04-24,03:45:00 p.m.,15,1,CALLE,si,Point (107393.80855328 99820.7553833573),-58.382666134943,-34.630859548015,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,41-50
12031,LC-2020-0218025,1,2020,April,27,2020-04-27,08:30:00 a.m.,8,15,CALLE,si,Point (98423.3406375564 105466.24514089),-58.480483392165,-34.579993682259,CICLISTA,CAMIONETA,leve,CICLISTA,varon,41-50
12032,LC-2020-0219802,1,2020,April,28,2020-04-28,12:50:00 p.m.,12,12,CALLE,si,Point (97800.7868265282 108415.002437141),-58.487260743970,-34.553410995554,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
12033,LC-2020-0222880,1,2020,April,30,2020-04-30,05:40:00 p.m.,17,13,CALLE,si,Point (100560.509593247 107895.452527073),-58.457191987151,-34.558096821975,CICLISTA,SD,leve,CICLISTA,varon,21-30
12035,LC-2020-0223662,1,2020,May,1,2020-05-01,05:00:00 p.m.,17,13,CALLE,si,Point (100583.755373109 107125.665501767),-58.456938220987,-34.565036045389,CICLISTA,SD,leve,CICLISTA,varon,31-40
12036,LC-2020-0224310,1,2020,May,2,2020-05-02,11:40:00 a.m.,11,14,AVENIDA,no,Point (102727.667166357 104162.16118008),-58.433566748951,-34.591747101387,CICLISTA,TAXI,leve,CICLISTA,varon,31-40
12037,LC-2020-0226109,1,2020,May,4,2020-05-04,12:50:00 p.m.,12,13,CALLE,si,Point (100591.371271465 107288.693085344),-58.456855333542,-34.563566432076,CICLISTA,AUTO,leve,CICLISTA,mujer,11-20
12038,LC-2020-0226114,1,2020,May,4,2020-05-04,01:30:00 p.m.,13,12,AVENIDA,no,Point (98988.843315559 108556.382421167),-58.474316145718,-34.552138443415,CICLISTA,SD,leve,CICLISTA,varon,61-70
12040,LC-2020-0234208,1,2020,May,10,2020-05-10,11:20:00 a.m.,11,15,AVENIDA,si,Point (102250.450281518 103260.755653899),-58.438766302497,-34.599873894411,CICLISTA,UTILITARIO,leve,CICLISTA,varon,41-50
12041,LC-2020-0234252,1,2020,May,10,2020-05-10,01:30:00 p.m.,13,4,AVENIDA,si,Point (103671.97223685 98682.7201353752),-58.423250026921,-34.641138103726,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
12042,LC-2020-0234418,1,2020,May,10,2020-05-10,04:30:00 p.m.,16,13,AVENIDA,si,Point (101507.649075381 107946.371057755),-58.446871975618,-34.557636915520,CICLISTA,AUTO,leve,CICLISTA,varon,51-60
12043,LC-2020-0235954,1,2020,May,11,2020-05-11,11:30:00 p.m.,23,3,CALLE,si,Point (106129.486889127 102451.609689893),-58.396473120354,-34.607152253349,CICLISTA,MOTO,leve,CICLISTA,varon,51-60
12044,LC-2020-0236552,1,2020,May,12,2020-05-12,09:08:00 a.m.,9,7,CALLE,si,Point (101868.165068184 98751.6921933325),-58.442924154290,-34.640521141294,CICLISTA,SD,leve,CICLISTA,varon,41-50
12045,LC-2020-0237233,1,2020,May,12,2020-05-12,06:45:00 p.m.,18,2,AVENIDA,si,Point (105921.702061309 104533.209425309),-58.398752870111,-34.588389031329,CICLISTA,TAXI,leve,CICLISTA,varon,41-50
12048,LC-2020-0243248,1,2020,May,16,2020-05-16,18:30:00,18,SD,SD,no,SD,SD,SD,CICLISTA,UTILITARIO,leve,CICLISTA,mujer,21-30
12050,LC-2020-0246487,1,2020,May,18,2020-05-18,06:45:00 p.m.,18,13,CALLE,si,Point (100412.600534531 108102.150068742),-58.458803701575,-34.556233610401,CICLISTA,AUTO,leve,CICLISTA,mujer,51-60
12052,LC-2020-0248531,2,2020,May,19,2020-05-19,04:45:00 p.m.,16,3,CALLE,no,Point (105644.267687799 102437.19135091),-58.401763112344,-34.607284982988,CICLISTA,UTILITARIO,leve,CICLISTA,varon,31-40
12053,LC-2020-0248531,2,2020,May,19,2020-05-19,04:45:00 p.m.,16,3,CALLE,no,Point (105644.267687799 102437.19135091),-58.401763112344,-34.607284982988,CICLISTA,UTILITARIO,leve,CICLISTA,mujer,41-50
12054,LC-2020-0250407,1,2020,May,20,2020-05-20,06:10:00 p.m.,18,14,AVENIDA,si,Point (105492.338079794 105727.664024766),-58.403440588193,-34.577624042036,CICLISTA,TAXI,leve,CICLISTA,mujer,31-40
12055,LC-2020-0250443,1,2020,May,20,2020-05-20,06:30:00 p.m.,18,5,CALLE,si,Point (103665.743425149 101736.77539319),-58.423330970114,-34.613607687955,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
12056,LC-2020-0250777,1,2020,May,21,2020-05-21,10:05:00 p.m.,22,15,CALLE,no,Point (99183.9607569827 102807.711017864),-58.472196175377,-34.603959810039,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
12058,LC-2020-0253292,1,2020,May,21,2020-05-21,08:45:00 p.m.,20,14,AVENIDA,no,Point (103054.662831916 105885.78605724),-58.430008430633,-34.576208663989,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
12059,LC-2020-0253310,1,2020,May,21,2020-05-21,11:00:00 a.m.,11,8,AVENIDA,no,Point (98982.7520990518 95615.557098509),-58.474398863291,-34.668792400613,CICLISTA,SD,leve,CICLISTA,mujer,21-30
12061,LC-2020-0255441,1,2020,May,23,2020-05-23,10:30:00 a.m.,10,12,CALLE,si,Point (96312.904180708 105791.811125216),-58.503483448527,-34.577053362143,CICLISTA,UTILITARIO,leve,CICLISTA,mujer,31-40
12062,LC-2020-0255715,1,2020,May,23,2020-05-23,12:00:00 p.m.,12,3,AVENIDA,no,Point (106455.370918134 101721.861719892),-58.392914676368,-34.613728519063,CICLISTA,CAMION,leve,CICLISTA,mujer,51-60
12064,LC-2020-0259296,2,2020,May,26,2020-05-26,04:30:00 p.m.,16,12,CALLE,si,Point (96783.1263469798 104515.13206036),-58.498363628692,-34.5885635314,CICLISTA,AUTO,leve,CICLISTA,mujer,41-50
12065,LC-2020-0259296,2,2020,May,26,2020-05-26,04:30:00 p.m.,16,12,CALLE,si,Point (96783.1263469798 104515.13206036),-58.498363628692,-34.5885635314,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40
12066,LC-2020-0259533,1,2020,May,26,2020-05-26,07:10:00 p.m.,19,5,AVENIDA,si,Point (104487.335062834 101522.480485033),-58.414371777883,-34.615536209518,CICLISTA,MOTO,leve,CICLISTA,varon,21-30
12069,LC-2020-0272104,1,2020,June,1,2020-06-01,07:00:00 p.m.,19,5,CALLE,si,Point (103326.183259016 102438.694861947),-58.427036007901,-34.607281434532,CICLISTA,SD,leve,CICLISTA,mujer,41-50
12070,LC-2020-0272249,1,2020,June,1,2020-06-01,02:40:00 p.m.,14,2,AVENIDA,si,Point (106567.01622814 104935.758777053),-58.391722021172,-34.584756384741,CICLISTA,CAMIONETA,leve,CICLISTA,varon,51-60
12071,LC-2020-0272648,1,2020,June,2,2020-06-02,11:30:00 p.m.,23,3,AVENIDA,no,Point (105390.729017557 102111.823871123),-58.404525268536,-34.610219328933,CICLISTA,SD,leve,CICLISTA,varon,21-30
12072,LC-2020-0275999,1,2020,June,3,2020-06-03,02:30:00 p.m.,14,12,AVENIDA,si,Point (99037.3128433333 109733.120416515),-58.473786649139,-34.541530777721,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,51-60
12073,LC-2020-0285904,1,2020,June,7,2020-06-07,07:30:00 p.m.,19,10,CALLE,no,Point (94263.6185113889 99452.6427962525),-58.525860920725,-34.634187759147,CICLISTA,SD,leve,CICLISTA,varon,31-40
12074,LC-2020-0287190,1,2020,June,8,2020-06-08,08:16:00 a.m.,8,5,AVENIDA,si,Point (104044.755017255 99724.8469996028),-58.419189021832,-34.631742599750,CICLISTA,SD,leve,CICLISTA,varon,11-20
12075,LC-2020-0287750,1,2020,June,8,2020-06-08,02:55:00 p.m.,14,10,CALLE,no,Point (96138.8513000767 100594.706397253),-58.505404343690,-34.623901634599,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30
12076,LC-2020-0289758,1,2020,June,9,2020-06-09,12:30:00 p.m.,12,7,AVENIDA,no,Point (100696.676902975 100105.412171326),-58.455702412878,-34.628319598634,CICLISTA,SD,leve,CICLISTA,varon,31-40
12077,LC-2020-0289893,1,2020,June,9,2020-06-09,12:50:00 p.m.,12,15,AVENIDA,si,Point (102009.264319895 104713.346109994),-58.441398939250,-34.586780093119,CICLISTA,CAMIONETA,leve,CICLISTA,mujer,31-40
12078,LC-2020-0291121,2,2020,June,10,2020-06-10,10:25:00 a.m.,10,3,CALLE,si,Point (105406.403598977 101875.563838481),-58.404352880613,-34.612348991845,CICLISTA,CICLISTA,leve,CICLISTA,mujer,31-40
12079,LC-2020-0291121,2,2020,June,10,2020-06-10,10:25:00 a.m.,10,3,CALLE,si,Point (105406.403598977 101875.563838481),-58.404352880613,-34.612348991845,CICLISTA,CICLISTA,leve,CICLISTA,varon,21-30
12080,LC-2020-0291636,1,2020,June,10,2020-06-10,10:30:00 a.m.,10,5,AVENIDA,si,Point (104478.636956931 102055.038596484),-58.414469394867,-34.610735551189,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30
12081,LC-2020-0291653,1,2020,June,10,2020-06-10,04:50:00 p.m.,16,11,AVENIDA,si,Point (99178.8719600424 101713.455791557),-58.472252783440,-34.613823878523,CICLISTA,AUTO,leve,CICLISTA,varon,41-50
12083,LC-2020-0294740,1,2020,June,11,2020-06-11,02:30:00 p.m.,14,6,AVENIDA,no,Point (102294.943682683 101853.818278648),-58.438277543626,-34.612556522966,CICLISTA,TAXI,leve,CICLISTA,varon,31-40
12084,LC-2020-0295871,1,2020,June,12,2020-06-12,11:55:00 a.m.,11,4,AVENIDA,si,Point (104310.208556331 97874.161187673),-58.416284774602,-34.648424295498,CICLISTA,SD,leve,CICLISTA,varon,21-30
12085,LC-2020-0296273,1,2020,June,12,2020-06-12,03:00:00 p.m.,15,1,AVENIDA,no,Point (107573.248011169 103745.610641866),-58.380744024701,-34.595478027329,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,31-40
12086,LC-2020-0297234,1,2020,June,13,2020-06-13,01:40:00 p.m.,13,7,AVENIDA,si,Point (100407.647767178 100191.05689434),-58.458854381450,-34.627547703895,CICLISTA,SD,leve,CICLISTA,mujer,21-30
12087,LC-2020-0297372,1,2020,June,13,2020-06-13,03:00:00 p.m.,15,1,CALLE,si,Point (108721.919145206 100712.617935316),-58.368191458951,-34.622809597996,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30
12088,LC-2020-0299253,1,2020,June,14,2020-06-14,09:10:00 p.m.,21,2,AVENIDA,no,Point (105996.790824858 104619.709648991),-58.397935006359,-34.587608848458,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
12089,LC-2020-0310214,1,2020,June,16,2020-06-16,08:12:00 a.m.,8,3,CALLE,si,Point (106158.48949585 101805.608974625),-58.396152274017,-34.612975396100,CICLISTA,TAXI,leve,CICLISTA,varon,31-40
12090,LC-2020-0310461,1,2020,June,16,2020-06-16,11:30:00 a.m.,11,3,AVENIDA,no,Point (106414.954119694 101201.270161909),-58.393351451070,-34.618421590769,CICLISTA,TAXI,leve,CICLISTA,mujer,31-40
